Player,SCA,gcaPassLive,gcaTO,gcaSh,gcaFld,gcaDef
Marcus Thuram,66,39,11,7,6,3
Alexis Tibidi,3,2,0,0,1,0
Youri Tielemans,78,64,1,7,1,1
Kieran Tierney,12,10,1,1,0,0
Steffen Tigges,34,25,1,6,2,0
Jean-Clair Todibo,22,17,1,4,0,0
Harry Toffolo,19,14,1,0,0,1
Umut Tohumcu,6,5,0,1,0,0
Karl Toko Ekambi,25,18,2,2,2,1
Karl Toko Ekambi,47,39,4,3,1,0
Corentin Tolisso,83,67,0,7,4,1
Jeremy Toljan,42,41,0,0,0,0
Rafael Tolói,47,39,3,4,0,1
Raúl de Tomás,20,12,3,2,2,1
Tiago Tomás,37,23,1,2,7,0
Takehiro Tomiyasu,10,8,0,0,0,0
James Tomkins,0,0,0,0,0,0
Fikayo Tomori,23,19,0,0,1,1
Sandro Tonali,101,62,2,6,2,3
Lorenzo Tonelli,0,0,0,0,0,0
Ivan Toney,66,39,4,5,14,0
Pablo Torre,8,6,0,0,0,0
David Torres,3,3,0,0,0,0
Ferrán Torres,50,32,7,3,1,1
Óliver Torres,74,59,0,3,4,3
Pau Torres,41,34,0,4,3,0
Roberto Torres,2,1,0,0,0,0
Lucas Torró,24,20,0,3,1,0
Nabil Touaizi,0,0,0,0,0,0
Almamy Touré,5,4,0,0,0,1
Birama Touré,34,27,0,0,1,5
Mohamed Toure,2,1,1,0,0,0
Souleymane Touré,1,1,0,0,0,0
Souleymane Touré,17,15,1,1,0,0
Lucas Tousart,53,40,2,7,3,1
Yoann Touzghar,2,1,0,0,1,0
Adama Traoré,44,37,2,2,3,0
Bertrand Traoré,4,3,0,0,1,0
Boubacar Traoré,6,6,0,0,0,0
Charles Traore,3,3,0,0,0,0
Hamari Traoré,64,57,1,5,0,1
Kevin Trapp,3,3,0,0,0,0
Mark Travers,0,0,0,0,0,0
Óscar Trejo,103,78,8,3,5,4
Manu Trigueros,17,16,0,0,1,0
Christopher Trimmel,59,31,1,0,1,0
Théo Trinker,0,0,0,0,0,0
Kieran Trippier,178,79,1,1,2,1
William Troost-Ekong,1,1,0,0,0,0
Leandro Trossard,34,23,1,1,2,0
Leandro Trossard,51,39,7,4,1,0
Adrien Truffert,51,40,3,3,2,0
Frank Tsadjout,22,18,0,3,1,0
Kostas Tsimikas,27,12,0,2,0,0
Theocharis Tsingaras,1,1,0,0,0,0
Viktor Tsyhankov,65,39,2,2,2,0
Alessandro Tuia,5,4,0,1,0,0
Martin Turk,0,0,0,0,0,0
Beñat Turrientes,4,3,0,0,0,0
Tuta,20,15,2,2,0,1
Destiny Udogie,88,61,7,4,7,3
Ike Ugbo,11,8,1,0,2,0
Lesley Ugochukwu,13,10,2,0,0,1
Samir Ujkani,0,0,0,0,0,0
Sven Ulreich,0,0,0,0,0,0
Lauren Ulrich,0,0,0,0,0,0
Samuel Umtiti,9,7,0,0,0,1
Enes Ünal,68,45,2,5,15,1
Deniz Undav,22,14,1,6,0,1
Cengiz Ünder,117,73,9,7,3,3
Dayot Upamecano,23,22,0,1,0,0
Filip Uremović,9,7,1,0,1,0
Oscar Ureña,2,1,0,1,0,0
Jere Uronen,4,4,0,0,0,0
Jere Uronen,18,12,1,0,2,0
Mark Uth,1,0,1,0,0,0
Josha Vagnoman,28,19,6,1,1,1
Diego Valencia,1,1,0,0,0,0
Óscar Valentín,48,41,0,1,2,4
Emanuele Valeri,94,67,2,1,8,1
Yan Valery,0,0,0,0,0,0
Yan Valery,37,25,5,2,3,0
Martin Valjent,6,5,0,0,1,0
Jesús Vallejo,0,0,0,0,0,0
Manu Vallejo,10,6,0,1,3,0
Mattia Valoti,7,4,0,0,1,2
Federico Valverde,81,77,2,1,1,0
Virgil van Dijk,22,17,0,4,0,1
Vanderson,62,48,5,2,0,2
Raphaël Varane,17,12,0,3,0,1
Jamie Vardy,34,23,6,3,2,0
Ruben Vargas,31,22,5,1,2,0
Johan Vásquez,20,17,0,0,3,0
Jesus Vazquez,11,6,2,2,0,1
Kevin Vázquez,5,5,0,0,0,0
Lucas Vázquez,41,32,2,1,3,1
Matías Vecino,29,27,1,1,0,0
Gabriel Veiga,80,58,10,3,5,1
Renato Veiga,6,5,0,1,0,0
Miloš Veljković,23,21,0,1,0,0
Miguel Veloso,36,20,0,4,0,0
Joël Veltman,36,30,0,1,0,1
Micky van de Ven,24,16,3,1,2,0
Unai Vencedor Paris,3,2,0,1,0,0
Lorenzo Venuti,24,15,2,1,0,0
Daniele Verde,44,27,0,1,1,3
Simone Verdi,47,25,2,2,4,2
Gonzalo Verdú,3,2,0,0,0,1
Jordan Veretout,82,51,3,7,0,5
Marco Verratti,83,78,1,1,0,1
Valerio Verre,30,22,0,2,2,2
Mikel Vesga,54,49,0,3,1,1
Guglielmo Vicario,6,6,0,0,0,0
João Victor,10,8,0,1,0,1
Aleix Vidal,25,16,3,0,0,1
Clément Vidal,6,5,0,1,0,0
Nacho Vidal,20,12,0,3,2,0
Gabriel Vidovic,2,2,0,0,0,0
Fabio Vieira,23,17,2,2,0,0
Ronaldo Vieira,0,0,0,0,0,0
Ronaldo Vieira,10,8,0,1,0,0
Emanuel Vignato,5,5,0,0,0,0
Emanuel Vignato,5,5,0,0,0,0
Samuele Vignato,1,1,0,0,0,0
Tonny Vilhena,53,37,3,1,3,0
Toni Villa,4,3,1,0,0,0
Toni Villa,39,27,3,0,6,0
Asier Villalibre,3,3,0,0,0,0
Gonzalo Villar,9,7,0,0,1,0
Gonzalo Villar,6,5,0,1,0,0
Iván Villar,5,3,0,0,0,0
Matías Viña,8,7,1,0,0,0
Matías Viña,4,3,1,0,0,0
Rúben Vinagre,0,0,0,0,0,0
Carlos Vinícius,16,13,2,0,1,0
Alan Virginius,8,4,0,3,1,0
Mattia Viti,2,2,0,0,0,0
Vitinha,11,5,3,2,1,0
Vitinha,73,63,0,4,2,2
Daniel Vivian,17,13,0,2,1,0
Dušan Vlahović,45,27,3,11,4,0
Nikola Vlašić,115,96,4,7,1,2
Joel Voelkerling Persson,3,3,0,0,0,0
Kevin Vogt,16,16,0,0,0,0
Mërgim Vojvoda,62,46,4,4,0,0
Kevin Volland,18,16,0,0,1,0
Cristian Volpato,6,5,0,0,0,0
Lukáš Vorlický,1,1,0,0,0,0
Aster Vranckx,3,3,0,0,0,0
Aster Vranckx,0,0,0,0,0,0
Stefan de Vrij,13,10,0,2,0,1
Robert Wagner,1,0,0,1,0,0
Elye Wahi,51,29,5,8,8,1
Walace,53,43,0,5,3,1
Theo Walcott,28,23,0,4,1,0
Luca Waldschmidt,9,7,0,2,0,0
Kyle Walker,25,22,0,0,0,1
Kyle Walker-Peters,53,33,8,3,4,1
Sebastian Walukiewicz,4,4,0,0,0,0
Aaron Wan-Bissaka,30,29,0,1,0,0
Paul Wanner,1,1,0,0,0,0
Danny Ward,2,2,0,0,0,0
Joel Ward,22,17,1,1,3,0
James Ward-Prowse,127,62,1,3,1,1
Ollie Watkins,79,51,6,11,11,0
Timothy Weah,44,34,3,5,2,0
Adam Webster,20,19,0,0,0,0
Wout Weghorst,27,22,1,2,1,1
Julian Weigl,22,21,0,0,1,0
Nelson Weiper,1,1,0,0,0,0
Mitchell Weiser,89,69,7,2,8,0
Noah Weißhaupt,13,8,2,0,2,0
Shon Weissman,4,4,0,0,0,0
Danny Welbeck,65,49,5,6,4,1
Marcel Wenig,0,0,0,0,0,0
Axel Werner,0,0,0,0,0,0
Timo Werner,54,40,6,7,1,0
Ben White,64,56,0,0,1,0
Harvey White,0,0,0,0,0,0
Joseph Whitworth,0,0,0,0,0,0
Silvan Widmer,41,23,0,4,2,0
Mateusz Wieteska,20,15,1,3,1,0
Georginio Wijnaldum,20,15,2,1,2,0
Iñaki Williams,85,62,12,6,4,1
Neco Williams,39,23,4,2,3,3
Nico Williams,105,66,18,4,4,1
Willian,105,71,5,8,4,1
Joe Willock,85,67,7,7,3,1
Callum Wilson,43,24,6,7,6,0
Harry Wilson,32,18,1,3,8,0
Patrick Wimmer,72,45,6,4,6,1
Jonas Wind,37,27,0,8,2,0
Harry Winks,36,24,1,3,1,0
Frederik Winther,1,1,0,0,0,0
Florian Wirtz,64,47,5,1,3,0
Przemysław Wiśniewski,6,4,0,1,1,0
Yoane Wissa,36,29,1,2,3,1
Axel Witsel,23,22,0,1,0,0
Maximilian Wöber,12,8,0,2,0,0
Hannes Wolf,13,10,1,1,1,0
Marius Wolf,48,36,8,1,2,1
Jeong Woo-yeong,21,17,0,2,2,0
Chris Wood,5,4,0,1,0,0
Chris Wood,6,4,0,1,1,0
Christopher Wooh,4,2,0,1,1,0
Christopher Wooh,0,0,0,0,0,0
Joe Worrall,16,14,0,0,1,0
Xeka,8,6,0,0,1,0
Granit Xhaka,110,94,5,4,3,1
Lamine Yamal,0,0,0,0,0,0
Jawad El Yamiq,12,11,1,0,0,0
Ryan Yates,24,18,0,4,2,0
Yusuf Yazıcı,11,10,0,0,0,0
Kelvin Yeboah,14,7,1,3,2,1
Gerard Yepes,3,3,0,0,0,0
Darlin Yongwa,26,19,3,2,2,0
Leny Yoro,5,4,0,1,0,0
Maya Yoshida,28,22,0,1,3,1
Ashley Young,40,34,2,1,0,0
Mohamed Youssouf,32,26,2,1,2,0
Illia Zabarnyi,1,0,0,0,1,0
Mattia Zaccagni,87,63,8,6,8,1
Dan-Axel Zagadou,14,12,0,2,0,0
Wilfried Zaha,91,57,12,4,17,1
Warren Zaire-Emery,21,19,0,1,0,1
Denis Zakaria,2,1,0,0,0,1
Denis Zakaria,1,1,0,0,0,0
Rodrigo Zalazar,63,23,3,7,7,0
Joseba Zaldúa,7,5,0,0,1,1
Nicola Zalewski,62,35,6,5,7,2
Andre-Frank Zambo Anguissa,79,67,0,5,3,4
Oliver Zandén,4,4,0,0,0,0
Luca Zanimacchia,33,19,1,3,2,2
Nicolò Zaniolo,27,19,1,4,3,0
Alessandro Zanoli,35,25,7,1,0,0
Alessandro Zanoli,1,1,0,0,0,0
Mattia Zanotti,1,1,0,0,0,0
Duván Zapata,46,35,5,1,4,1
Davide Zappacosta,39,26,3,2,1,1
Oier Zarraga,25,17,0,3,0,1
Akim Zedadka,30,24,2,0,0,1
Akim Zedadka,7,6,0,0,1,0
Karim Zedadka,0,0,0,0,0,0
Deyovaisio Zeefuik,0,0,0,0,0,0
Marvin Zeegelaar,5,5,0,0,0,0
Mehdi Zeffane,15,12,1,0,1,0
Aaron Zehnter,0,0,0,0,0,0
Jordan Zemura,35,25,6,2,2,0
Arber Zeneli,47,28,6,3,2,0
Robin Zentner,9,3,0,0,0,0
Alessio Zerbin,2,2,0,0,0,0
Michael Zetterer,0,0,0,0,0,0
Nathan Zeze,0,0,0,0,0,0
Edon Zhegrova,78,42,8,7,4,2
Piotr Zieliński,135,85,4,3,6,0
David Zima,4,4,0,0,0,0
Oleksandr Zinchenko,56,49,0,4,1,1
Joshua Zirkzee,36,23,7,4,1,1
Hakim Ziyech,32,25,1,0,1,1
Jeroen Zoet,1,1,0,0,0,0
Simon Zoller,20,16,1,1,1,0
Nadir Zortea,8,5,2,1,0,0
Nadir Zortea,14,12,1,0,0,0
Tanguy Zoukrou,3,3,0,0,0,0
Kurt Zouma,9,7,0,1,0,0
Petar Zovko,0,0,0,0,0,0
Igor Zubeldia,11,9,0,0,0,1
Martín Zubimendi,52,47,0,1,3,1
Szymon Żurkowski,2,2,0,0,0,0
Szymon Żurkowski,4,1,1,0,2,0
Martin Ødegaard,163,123,4,12,6,3
Milan Đurić,36,31,0,3,2,0
Filip Đuričić,69,45,4,3,6,2
Blanco,,,,,,
Hugo Guillamón,,,,,,
